Variable,Unit,Definition
Lifetime|Gases|Coal|w/o CCS,years,"Lifetime of a new coal to gas plant w/o CCS. If more than one coal to gas technology is modelled, modellers should report Lifetimes for each represented coal to gas technology by adding variables Lifetime|Gases|Coal|w/o CCS|2, ... Lifetime|Gases|Coal|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which coal to gas technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Greenhouse Gas Removal|Direct Air Capture|1,years,"Lifetime of direct air capture. If more than one direct air capture technology is modelled, modellers should report Lifetimes for each represented direct air capture technology by adding variables Lifetime|Electricity|Biomass|w/ CCS|2, ... Lifetime|Electricity|Biomass|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS biomass power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Greenhouse Gas Removal|Direct Air Capture|2,years,"Lifetime of direct air capture. If more than one direct air capture technology is modelled, modellers should report Lifetimes for each represented direct air capture technology by adding variables Lifetime|Electricity|Biomass|w/ CCS|2, ... Lifetime|Electricity|Biomass|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS biomass power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Hydrogen|Biomass|w/ CCS,years,"Lifetime of a new biomass to hydrogen plant with CCS. If more than one CCS biomass to hydrogen technology is modelled, modellers should report Lifetimes for each represented CCS biomass to hydrogen technology by adding variables Lifetime|Hydrogen|Biomass|w/ CCS|2, ... Lifetime|Hydrogen|Biomass|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS biomass to hydrogen technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Hydrogen|Biomass|w/o CCS,years,"Lifetime of a new biomass to hydrogen plant w/o CCS. If more than one biomass to hydrogen technology is modelled, modellers should report Lifetimes for each represented biomass to hydrogen technology by adding variables Lifetime|Hydrogen|Biomass|w/o CCS|2, ... Lifetime|Hydrogen|Biomass|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which biomass to hydrogen technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Hydrogen|Coal|w/ CCS,years,"Lifetime of a new coal to hydrogen plant with CCS. If more than one CCS coal to hydrogen technology is modelled, modellers should report Lifetimes for each represented CCS coal to hydrogen technology by adding variables Lifetime|Hydrogen|Coal|w/ CCS|2, ... Lifetime|Hydrogen|Coal|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS coal to hydrogen technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Hydrogen|Coal|w/o CCS,years,"Lifetime of a new coal to hydrogen plant w/o CCS. If more than one coal to hydrogen technology is modelled, modellers should report Lifetimes for each represented coal to hydrogen technology by adding variables Lifetime|Hydrogen|Coal|w/o CCS|2, ... Lifetime|Hydrogen|Coal|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which coal to hydrogen technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Hydrogen|Electricity,years,"Lifetime of a new hydrogen-by-electrolysis plant. If more than hydrogen-by-electrolysis technology is modelled, modellers should report Lifetimes for each represented hydrogen-by-electrolysis technology by adding variables Lifetime|Hydrogen|Electricity|2, ... Lifetime|Hydrogen|Electricity|N (with N = number of represented technologies). It is modeller's choice which hydrogen-by-electrolysis technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Hydrogen|Gas|w/ CCS,years,"Lifetime of a new gas to hydrogen plant with CCS. If more than one CCS gas to hydrogen technology is modelled, modellers should report Lifetimes for each represented CCS gas to hydrogen technology by adding variables Lifetime|Hydrogen|Gas|w/ CCS|2, ... Lifetime|Hydrogen|Gas|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS gas to hydrogen technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Hydrogen|Gas|w/o CCS,years,"Lifetime of a new gas to hydrogen plant w/o CCS. If more than one gas to hydrogen technology is modelled, modellers should report Lifetimes for each represented gas to hydrogen technology by adding variables Lifetime|Hydrogen|Gas|w/o CCS|2, ... Lifetime|Hydrogen|Gas|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which gas to hydrogen technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Biomass|w/ CCS,years,"Lifetime of a new biomass to liquids plant with CCS. If more than one CCS BTL technology is modelled, modellers should report Lifetimes for each represented CCS BTL technology by adding variables Lifetime|Liquids|Biomass|w/ CCS|2, ... Lifetime|Liquids|Biomass|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS BTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Biomass|w/ CCS|1,years,"Lifetime of a new biomass to liquids plant with CCS. If more than one CCS BTL technology is modelled, modellers should report Lifetimes for each represented CCS BTL technology by adding variables Lifetime|Liquids|Biomass|w/ CCS|2, ... Lifetime|Liquids|Biomass|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS BTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Biomass|w/ CCS|2,years,"Lifetime of a new biomass to liquids plant with CCS. If more than one CCS BTL technology is modelled, modellers should report Lifetimes for each represented CCS BTL technology by adding variables Lifetime|Liquids|Biomass|w/ CCS|2, ... Lifetime|Liquids|Biomass|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS BTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Biomass|w/o CCS,years,"Lifetime of a new biomass to liquids plant w/o CCS. If more than one BTL technology is modelled, modellers should report Lifetimes for each represented BTL technology by adding variables Lifetime|Liquids|Biomass|w/o CCS|2, ... Lifetime|Liquids|Biomass|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which BTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Biomass|w/o CCS|1,years,"Lifetime of a new biomass to liquids plant w/o CCS. If more than one BTL technology is modelled, modellers should report Lifetimes for each represented BTL technology by adding variables Lifetime|Liquids|Biomass|w/o CCS|2, ... Lifetime|Liquids|Biomass|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which BTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Biomass|w/o CCS|2,years,"Lifetime of a new biomass to liquids plant w/o CCS. If more than one BTL technology is modelled, modellers should report Lifetimes for each represented BTL technology by adding variables Lifetime|Liquids|Biomass|w/o CCS|2, ... Lifetime|Liquids|Biomass|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which BTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Coal|w/ CCS,years,"Lifetime of a new coal to liquids plant with CCS. If more than one CCS CTL technology is modelled, modellers should report Lifetimes for each represented CCS CTL technology by adding variables Lifetime|Liquids|Coal|w/ CCS|2, ... Lifetime|Liquids|Coal|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS CTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Coal|w/ CCS|1,years,"Lifetime of a new coal to liquids plant with CCS. If more than one CCS CTL technology is modelled, modellers should report Lifetimes for each represented CCS CTL technology by adding variables Lifetime|Liquids|Coal|w/ CCS|2, ... Lifetime|Liquids|Coal|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS CTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Coal|w/ CCS|2,years,"Lifetime of a new coal to liquids plant with CCS. If more than one CCS CTL technology is modelled, modellers should report Lifetimes for each represented CCS CTL technology by adding variables Lifetime|Liquids|Coal|w/ CCS|2, ... Lifetime|Liquids|Coal|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS CTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Coal|w/o CCS,years,"Lifetime of a new coal to liquids plant w/o CCS. If more than one CTL technology is modelled, modellers should report Lifetimes for each represented CTL technology by adding variables Lifetime|Liquids|Coal|w/o CCS|2, ... Lifetime|Liquids|Coal|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which CTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Coal|w/o CCS|1,years,"Lifetime of a new coal to liquids plant w/o CCS. If more than one CTL technology is modelled, modellers should report Lifetimes for each represented CTL technology by adding variables Lifetime|Liquids|Coal|w/o CCS|2, ... Lifetime|Liquids|Coal|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which CTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Coal|w/o CCS|2,years,"Lifetime of a new coal to liquids plant w/o CCS. If more than one CTL technology is modelled, modellers should report Lifetimes for each represented CTL technology by adding variables Lifetime|Liquids|Coal|w/o CCS|2, ... Lifetime|Liquids|Coal|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which CTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Gas|w/ CCS,years,"Lifetime of a new gas to liquids plant with CCS. If more than one CCS GTL technology is modelled, modellers should report Lifetimes for each represented CCS GTL technology by adding variables Lifetime|Liquids|Gas|w/ CCS|2, ... Lifetime|Liquids|Gas|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS GTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Gas|w/o CCS,years,"Lifetime of a new gas to liquids plant w/o CCS. If more than one GTL technology is modelled, modellers should report Lifetimes for each represented GTL technology by adding variables Lifetime|Liquids|Gas|w/o CCS|2, ... Lifetime|Liquids|Gas|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which GTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Oil|w/ CCS,years,"Lifetime of a new oil refining plant w/o CCS. If more than one refinery technology is modelled, modellers should report Lifetimes for each represented refinery technology by adding variables Lifetime|Liquids|Oil|2, ... Lifetime|Liquids|Oil|N (with N = number of represented technologies). It is modeller's choice which refinery technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Oil|w/ CCS|1,years,"Lifetime of a new oil refining plant w/o CCS. If more than one refinery technology is modelled, modellers should report Lifetimes for each represented refinery technology by adding variables Lifetime|Liquids|Oil|2, ... Lifetime|Liquids|Oil|N (with N = number of represented technologies). It is modeller's choice which refinery technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Oil|w/o CCS,years,"Lifetime of a new oil refining plant with CCS. If more than one refinery technology is modelled, modellers should report Lifetimes for each represented refinery technology by adding variables Lifetime|Liquids|Oil|2, ... Lifetime|Liquids|Oil|N (with N = number of represented technologies). It is modeller's choice which refinery technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Oil|w/o CCS|1,years,"Lifetime of a new oil refining plant with CCS. If more than one refinery technology is modelled, modellers should report Lifetimes for each represented refinery technology by adding variables Lifetime|Liquids|Oil|2, ... Lifetime|Liquids|Oil|N (with N = number of represented technologies). It is modeller's choice which refinery technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Lifetime|Liquids|Oil|w/o CCS|2,years,"Lifetime of a new oil refining plant with CCS. If more than one refinery technology is modelled, modellers should report Lifetimes for each represented refinery technology by adding variables Lifetime|Liquids|Oil|2, ... Lifetime|Liquids|Oil|N (with N = number of represented technologies). It is modeller's choice which refinery technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Material Consumption|Domestic,Mt/year,Domestic material consumption
Material Demand|Commercial|Aluminium,,
Material Demand|Commercial|Cement,,
Material Demand|Commercial|Concrete,,
Material Demand|Commercial|Copper,,
Material Demand|Commercial|Glass,,
Material Demand|Commercial|Steel,,
Material Demand|Commercial|Wood,,
Material Demand|Power Sector|Non-Ferrous Metals|Aluminum,Mt/yr,
Material Demand|Power Sector|Non-Metallic Minerals|Cement,Mt/yr,
Material Demand|Power Sector|Steel,Mt/yr,
Material Demand|Residential|Aluminium,kt/yr,
Material Demand|Residential|Cement,kt/yr,
Material Demand|Residential|Concrete,kt/yr,
Material Demand|Residential|Copper,kt/yr,
Material Demand|Residential|Glass,kt/yr,
Material Demand|Residential|Steel,kt/yr,
Material Demand|Residential|Wood,kt/yr,
Material Stock|Commercial|Aluminium,,
Material Stock|Commercial|Cement,,
Material Stock|Commercial|Concrete,,
Material Stock|Commercial|Copper,,
Material Stock|Commercial|Glass,,
Material Stock|Commercial|Steel,,
Material Stock|Commercial|Wood,,
Material Stock|Residential|Aluminium,kt/yr,
Material Stock|Residential|Cement,kt/yr,
Material Stock|Residential|Concrete,kt/yr,
Material Stock|Residential|Copper,kt/yr,
Material Stock|Residential|Glass,kt/yr,
Material Stock|Residential|Steel,kt/yr,
Material Stock|Residential|Wood,kt/yr,
OM Cost|Fixed|Carbon Sequestration|Direct Air Capture,US$2010/(tC/yr)/yr OR local currency/(tC/yr)/yr,"Annual fixed operation & maintainance cost of a new DACCS. If more than one refinery technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented DACCS technology by adding variables Annual fixed operation & maintainance cost|Carbon Sequestration|Direct Air Capture|2, ... Annual fixed operation & maintainance cost|Carbon Sequestration|Direct Air Capture|N (with N = number of represented technologies). It is modeller's choice which refinery technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Carbon Sequestration|Direct Air Capture|1,US$2010/(tC/yr)/yr OR local currency/(tC/yr)/yr,"Annual fixed operation & maintainance cost of a new DACCS. If more than one refinery technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented DACCS technology by adding variables Annual fixed operation & maintainance cost|Carbon Sequestration|Direct Air Capture|2, ... Annual fixed operation & maintainance cost|Carbon Sequestration|Direct Air Capture|N (with N = number of represented technologies). It is modeller's choice which refinery technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Carbon Sequestration|Direct Air Capture|2,US$2010/(tC/yr)/yr OR local currency/(tC/yr)/yr,"Annual fixed operation & maintainance cost of a new DACCS. If more than one refinery technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented DACCS technology by adding variables Annual fixed operation & maintainance cost|Carbon Sequestration|Direct Air Capture|2, ... Annual fixed operation & maintainance cost|Carbon Sequestration|Direct Air Capture|N (with N = number of represented technologies). It is modeller's choice which refinery technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Biomass|w/ CCS|1,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new biomass power plant with CCS. If more than one CCS biomass power technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented CCS biomass power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Biomass|w/ CCS|2, ... Annual fixed operation & maintainance cost|Electricity|Biomass|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS biomass power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Biomass|w/o CCS|1,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new biomass power plant w/o CCS. If more than one biomass power technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented biomass power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Biomass|w/o CCS|2, ... Annual fixed operation & maintainance cost|Electricity|Biomass|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which biomass power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Biomass|w/o CCS|2,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new biomass power plant w/o CCS. If more than one biomass power technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented biomass power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Biomass|w/o CCS|2, ... Annual fixed operation & maintainance cost|Electricity|Biomass|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which biomass power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Coal|w/ CCS|1,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new coal power plant with CCS. If more than one CCS coal power technology is modelled (e.g. subcritical PC with post-combustion capture, supercritical PC with post-combustion capture, supercritical PC with oxyfuel combustion and capture, IGCC with pre-combustion capture), modellers should report Annual fixed operation & maintainance costs for each represented CCS coal power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Coal|w/ CCS|2, ... Annual fixed operation & maintainance cost|Electricity|Coal|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS coal power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Coal|w/ CCS|2,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new coal power plant with CCS. If more than one CCS coal power technology is modelled (e.g. subcritical PC with post-combustion capture, supercritical PC with post-combustion capture, supercritical PC with oxyfuel combustion and capture, IGCC with pre-combustion capture), modellers should report Annual fixed operation & maintainance costs for each represented CCS coal power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Coal|w/ CCS|2, ... Annual fixed operation & maintainance cost|Electricity|Coal|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS coal power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Coal|w/o CCS|1,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new coal power plant w/o CCS. If more than one coal power technology is modelled (e.g. subcritical PC, supercritical PC, IGCC), modellers should report Annual fixed operation & maintainance costs for each represented coal power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Coal|w/o CCS|2, ... Annual fixed operation & maintainance cost|Electricity|Coal|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which coal power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Coal|w/o CCS|2,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new coal power plant w/o CCS. If more than one coal power technology is modelled (e.g. subcritical PC, supercritical PC, IGCC), modellers should report Annual fixed operation & maintainance costs for each represented coal power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Coal|w/o CCS|2, ... Annual fixed operation & maintainance cost|Electricity|Coal|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which coal power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Coal|w/o CCS|3,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new coal power plant w/o CCS. If more than one coal power technology is modelled (e.g. subcritical PC, supercritical PC, IGCC), modellers should report Annual fixed operation & maintainance costs for each represented coal power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Coal|w/o CCS|2, ... Annual fixed operation & maintainance cost|Electricity|Coal|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which coal power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Coal|w/o CCS|4,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new coal power plant w/o CCS. If more than one coal power technology is modelled (e.g. subcritical PC, supercritical PC, IGCC), modellers should report Annual fixed operation & maintainance costs for each represented coal power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Coal|w/o CCS|2, ... Annual fixed operation & maintainance cost|Electricity|Coal|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which coal power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Gas|w/ CCS|1,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new gas power plant with CCS. If more than one CCS gas power technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented CCS gas power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Gas|w/ CCS|2, ... Annual fixed operation & maintainance cost|Electricity|Gas|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS gas power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Gas|w/o CCS|1,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new gas power plant w/o CCS. If more than one gas power technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented gas power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Gas|w/o CCS|2, ... Annual fixed operation & maintainance cost|Electricity|Gas|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which gas power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Gas|w/o CCS|2,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new gas power plant w/o CCS. If more than one gas power technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented gas power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Gas|w/o CCS|2, ... Annual fixed operation & maintainance cost|Electricity|Gas|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which gas power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Gas|w/o CCS|3,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new gas power plant w/o CCS. If more than one gas power technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented gas power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Gas|w/o CCS|2, ... Annual fixed operation & maintainance cost|Electricity|Gas|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which gas power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Geothermal,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new geothermal power plant. If more than one geothermal power technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented geothermal power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Geothermal|2, ... Annual fixed operation & maintainance cost|Electricity|Geothermal|N (with N = number of represented technologies). It is modeller's choice which hydropower technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Hydro,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new hydropower plant. If more than one hydropower technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented hydropower technology by adding variables Annual fixed operation & maintainance cost|Electricity|Hydro|2, ... Annual fixed operation & maintainance cost|Electricity|Hydro|N (with N = number of represented technologies). It is modeller's choice which hydropower technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Hydro|1,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new hydropower plant. If more than one hydropower technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented hydropower technology by adding variables Annual fixed operation & maintainance cost|Electricity|Hydro|2, ... Annual fixed operation & maintainance cost|Electricity|Hydro|N (with N = number of represented technologies). It is modeller's choice which hydropower technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Hydro|2,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new hydropower plant. If more than one hydropower technology is modelled, modellers should report Annual fixed operation & maintainance costs for each represented hydropower technology by adding variables Annual fixed operation & maintainance cost|Electricity|Hydro|2, ... Annual fixed operation & maintainance cost|Electricity|Hydro|N (with N = number of represented technologies). It is modeller's choice which hydropower technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Nuclear,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new nuclear power plants. If more than one nuclear power plant technology is modelled (e.g., Gen II, III, IV; LWR, thermal reactors with other moderator materials, fast breeders), modellers should report Annual fixed operation & maintainance costs for each represented nuclear power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Nuclear|2, ... Capital|Cost|Electricity|Nuclear|N (with N = number of represented nuclear power technologies). It is modeller's choice which nuclear power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Nuclear|1,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new nuclear power plants. If more than one nuclear power plant technology is modelled (e.g., Gen II, III, IV; LWR, thermal reactors with other moderator materials, fast breeders), modellers should report Annual fixed operation & maintainance costs for each represented nuclear power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Nuclear|2, ... Capital|Cost|Electricity|Nuclear|N (with N = number of represented nuclear power technologies). It is modeller's choice which nuclear power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Nuclear|2,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new nuclear power plants. If more than one nuclear power plant technology is modelled (e.g., Gen II, III, IV; LWR, thermal reactors with other moderator materials, fast breeders), modellers should report Annual fixed operation & maintainance costs for each represented nuclear power technology by adding variables Annual fixed operation & maintainance cost|Electricity|Nuclear|2, ... Capital|Cost|Electricity|Nuclear|N (with N = number of represented nuclear power technologies). It is modeller's choice which nuclear power technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
OM Cost|Fixed|Electricity|Ocean,US$2010/kW/yr OR local currency/kW/yr,Annual fixed operation & maintainance cost of operating ocean power plants
OM Cost|Fixed|Electricity|Oil|w/ CCS,US$2010/kW/yr OR local currency/kW/yr,"Annual fixed operation & maintainance cost of a new oil power plants with CCS, including plants held in an operating reserve. The installed (available) capacity of CCS oil power plants by plant type for which Annual fixed operation & maintainance costs are reported should be reported by adding variables Capacity|Electricity|oil|w/ CCS|1, ..., Capacity|Electricity|oil|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of Annual fixed operation & maintainance costs as documented in the comments sheet). "
OM Cost|Fixed|Electricity|Oil|w/o CCS,US$2010/kW/yr OR local currency/kW/yr,Annual fixed operation & maintainance cost of a newoil plants
OM Cost|Fixed|Electricity|Oil|w/o CCS|1,US$2010/kW/yr OR local currency/kW/yr,Annual fixed operation & maintainance cost of a newoil plants
